iter	RMSE
0	0.341500521
1	0.3274923681
2	0.3145633216
3	0.3025376255
4	0.2917424602
5	0.2816873786
6	0.2711412089
7	0.262846746
8	0.2556405483
9	0.2476286732
10	0.2401514833
11	0.2348568671
12	0.2291112463
13	0.223101105
14	0.2173000485
15	0.2133373744
16	0.2091760825
17	0.2049476821
18	0.2020265596
19	0.1985212328
20	0.196392903
21	0.1928529345
22	0.1908052577
23	0.1877253965
24	0.185377788
25	0.1830155708
26	0.1814433523
27	0.1788183142
28	0.173943649
29	0.1722446972
30	0.1710619347
31	0.1655381228
32	0.1638112175
33	0.1626503393
34	0.1607846645
35	0.1573144593
36	0.1538434076
37	0.1518438801
38	0.1509894407
39	0.1498577474
40	0.1451465687
41	0.142305867
42	0.1386414091
43	0.1371027545
44	0.13397047
45	0.1317989689
46	0.1311853534
47	0.1282679906
48	0.1273535492
49	0.1265100585
50	0.1253183386
51	0.1233992227
52	0.1227471592
53	0.1195977945
54	0.1164717382
55	0.1150850078
56	0.1130866337
57	0.1106220284
58	0.1089448271
59	0.1060530152
60	0.1047634642
61	0.1028283481
62	0.10107378
63	0.09938141101
64	0.09884753002
65	0.09730542063
66	0.09678777011
67	0.09532771215
68	0.09385456605
69	0.09284551826
70	0.09212803844
71	0.09131475118
72	0.09076550518
73	0.08972567642
74	0.08886312877
75	0.08708277554
76	0.08613978702
77	0.08554549224
78	0.08476151726
79	0.08417568188
80	0.08347174504
81	0.08251032575
82	0.08206664376
83	0.08101804641
84	0.08054689248
85	0.07972004888
86	0.07853157594
87	0.07815724944
88	0.0773530634
89	0.07685241309
90	0.07641531168
91	0.07561238163
92	0.07489963131
93	0.07427809769
94	0.07379850947
95	0.07331039156
96	0.07238601507
97	0.07169375749
98	0.0713802577
99	0.07094547762
100	0.07056807424
101	0.07006452331
102	0.06947096934
103	0.06836797044
104	0.06761253241
105	0.06729129104
106	0.06704162358
107	0.06684466953
108	0.06590535509
109	0.06563524005
110	0.06508811934
111	0.06461414183
112	0.06395105081
113	0.06321362933
114	0.06257167803
115	0.06223183683
116	0.06173022898
117	0.06135363597
118	0.06077788844
119	0.0605739673
120	0.06028322758
121	0.06007041394
122	0.05967273828
123	0.05912305411
124	0.05862554669
125	0.05806134326
126	0.0576547719
127	0.05717442592
128	0.05678452535
129	0.05655306182
130	0.05613395151
131	0.0557131468
132	0.05546235873
133	0.05508411094
134	0.05481898695
135	0.05435066493
136	0.0540710133
137	0.0536795721
138	0.05351455326
139	0.05330794504
140	0.05297497717
141	0.05258454654
142	0.0523788427
143	0.05209820143
144	0.05194596619
145	0.05169248712
146	0.05138787774
147	0.05120263876
148	0.05090972641
149	0.05050965995
150	0.05026436136
151	0.05001711086
152	0.04981181422
153	0.04965329584
154	0.04949782844
155	0.04933670549
156	0.04921319509
157	0.04906423071
158	0.04891221237
159	0.04878298568
160	0.04866390598
161	0.048466223
162	0.04838861637
163	0.04814790088
164	0.04793568405
165	0.04771068752
166	0.04759661811
167	0.0474127286
168	0.0473060004
169	0.0472131065
170	0.04712259313
171	0.04678672995
172	0.04660005286
173	0.04630872722
174	0.04620469672
175	0.04600726712
176	0.04586954975
177	0.04562714501
178	0.04553320239
179	0.04537042508
180	0.04519409514
181	0.04493359163
182	0.04475470921
183	0.04467831998
184	0.04459285936
185	0.04440850976
186	0.04427611768
187	0.04414329013
188	0.04402044162
189	0.04388684045
190	0.04368541701
191	0.04356792313
192	0.04344661242
193	0.04336572319
194	0.04328207906
195	0.0431358316
196	0.04305212568
197	0.04288330073
198	0.04268511578
199	0.04261932788
200	0.04252538078
201	0.04245666341
202	0.04221520927
203	0.04209519399
204	0.0419920301
205	0.04192974686
206	0.04170992334
207	0.04157880896
208	0.04145276993
209	0.04136503409
210	0.0412596894
211	0.0411686348
212	0.04102312714
213	0.04089087864
214	0.0407972818
215	0.04064924413
216	0.04054563668
217	0.04040796893
218	0.04023734703
219	0.04011622896
220	0.0399596295
221	0.03980752704
222	0.03973477941
223	0.03963911661
224	0.03956164406
225	0.03945143153
226	0.03931030074
227	0.03920453839
228	0.03911857289
229	0.03904352564
230	0.03894150046
231	0.03885968401
232	0.03876930722
233	0.03867639878
234	0.03852819117
235	0.03847708581
236	0.03840014673
237	0.03832218288
238	0.03822419359
239	0.03817159232
240	0.03809125575
241	0.03802647227
242	0.037912351
243	0.03784103477
244	0.03771016816
245	0.03763463629
246	0.0375506587
247	0.03746866805
248	0.0374086968
249	0.0373038645
250	0.03718303423
251	0.03711274846
252	0.03703344751
253	0.03693501962
254	0.03688053297
255	0.03682041771
256	0.03676740201
257	0.03668248591
258	0.03660697063
259	0.03656958397
260	0.03652579515
261	0.03643345089
262	0.03631019995
263	0.03626476614
264	0.03615562684
265	0.03612291721
266	0.03608929447
267	0.0360074484
268	0.03593448002
269	0.03586739843
270	0.03580046995
271	0.03568229793
272	0.03562721295
273	0.03558720809
274	0.03555827444
275	0.03545654137
276	0.03540626091
277	0.03526408244
278	0.03522629051
279	0.03514235256
280	0.035082268
281	0.03497706456
282	0.03482021528
283	0.0347587027
284	0.03460051171
285	0.03454282878
286	0.03448289073
287	0.03443067191
288	0.03434710542
289	0.03430205227
290	0.03422308732
291	0.03414563736
292	0.03411040275
293	0.03404108232
294	0.03396465294
295	0.03393487745
296	0.03387357863
297	0.03382306806
298	0.0337509109
299	0.03366791846
300	0.03362466601
301	0.03355633427
302	0.0334968224
303	0.03344500456
304	0.03341161399
305	0.03322438093
306	0.033114427
307	0.03307138749
308	0.03302793807
309	0.03301693119
310	0.03296146562
311	0.03293290731
312	0.03288372624
313	0.03285989267
314	0.03281606612
315	0.0328090223
316	0.03269096189
317	0.03266436388
318	0.03259937019
319	0.03255319657
320	0.03251173606
321	0.03240980868
322	0.0323784415
323	0.03232362435
324	0.03228621857
325	0.03212824863
326	0.03204650592
327	0.0320074692
328	0.03198176641
329	0.03194719343
330	0.03186586979
331	0.03184359936
332	0.03179065929
333	0.03175901024
334	0.03172908248
335	0.03170251949
336	0.03165566821
337	0.03159357131
338	0.03159064727
339	0.03156662405
340	0.03154530938
341	0.03152360131
342	0.03149998715
343	0.03148395528
344	0.03140026878
345	0.03139774222
346	0.03130839394
347	0.03128373811
348	0.03122243438
349	0.03114009543
350	0.0311214804
351	0.03102126191
352	0.03099929545
353	0.0309093281
354	0.03075266341
355	0.03075079254
356	0.03074915871
357	0.03074773184
358	0.03067668176
359	0.03067536893
360	0.03058834593
361	0.03054409421
362	0.03051882355
363	0.03044057954
364	0.0303641985
365	0.0302298967
366	0.03019030108
367	0.03015528767
368	0.03012588172
369	0.0300307492
370	0.0297752349
371	0.02974910116
372	0.02972582899
373	0.02950013689
374	0.02943834951
375	0.0294051755
376	0.02931901611
377	0.02921607488
378	0.02913922134
379	0.02906070893
380	0.02886806404
381	0.02879311774
382	0.02873965958
383	0.02871742034
384	0.02865341778
385	0.02858637769
386	0.02856970231
387	0.0284834616
388	0.02841219041
389	0.02833574551
390	0.02817723921
391	0.02817231526
392	0.02815439801
393	0.02813749028
394	0.02810835578
395	0.02807916259
396	0.02806573824
397	0.02803042749
398	0.02802603567
399	0.02797092965
400	0.0279439535
401	0.02780044526
402	0.0277779654
403	0.02775447341
404	0.02774240421
405	0.02772233334
406	0.02771742312
407	0.027678713
408	0.02765472628
409	0.02752659824
410	0.02752353039
411	0.02749421732
412	0.02747545193
413	0.02746544023
414	0.02745673431
415	0.02738149815
416	0.02735893832
417	0.027340179
418	0.02730920744
419	0.02729146356
420	0.02724072512
421	0.02722183555
422	0.02718774804
423	0.02718528014
424	0.02717866701
425	0.0270656495
426	0.0270464051
427	0.02695029049
428	0.02694462611
429	0.02692184286
430	0.02690536886
431	0.02689316643
432	0.02688889583
433	0.02687496411
434	0.02678344529
435	0.02677977919
436	0.0267493288
437	0.02666836656
438	0.02665077837
439	0.02664723808
440	0.02657561361
441	0.02651263699
442	0.02651244109
443	0.02648417186
444	0.02648077277
445	0.02644478998
446	0.02642006806
447	0.02641805543
448	0.02641763541
449	0.02640561121
450	0.02638798445
451	0.02638481337
452	0.02638119572
453	0.02637848436
454	0.02631483201
455	0.02629371872
456	0.02628320981
457	0.0262805869
458	0.02627220197
459	0.0262571652
460	0.02623556274
461	0.02616180341
462	0.02612928934
463	0.02611457533
464	0.02608943778
465	0.02605887046
466	0.02604811766
467	0.0260459957
468	0.02599539687
469	0.02599351867
470	0.02599188701
471	0.02599046951
472	0.02596355337
473	0.0259408079
474	0.02593951278
475	0.02593888427
476	0.02591528794
477	0.02591510749
478	0.02591395235
479	0.025893421
480	0.02589220183
481	0.02587130605
482	0.02583326616
483	0.02577717811
484	0.0257599633
485	0.02575301647
486	0.02565339618
487	0.02564418743
488	0.02564398063
489	0.02564289274
490	0.02564269844
491	0.02562524736
492	0.02562505413
493	0.02562421086
494	0.02557867589
495	0.0255295063
496	0.02548974147
497	0.02547653859
498	0.02538935162
499	0.02538141897
